SKU,Name,Current Category,Suggested Category,Confidence,Reason
210226,210226,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210227,210227,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210228,210228,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210229,210229,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210230,210230,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210231,210231,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210232,210232,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210233,210233,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210234,210234,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210237,210237,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210238,210238,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210239,210239,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210241,210241,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210242,210242,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210243,210243,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210244,210244,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210245,210245,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210246,210246,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210247,210247,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210248,210248,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210249,210249,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210250,210250,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210251,210251,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210252,210252,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210253,210253,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210254,210254,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210255,210255,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210256,210256,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210257,210257,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210258,210258,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210259,210259,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210260,210260,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210261,210261,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210262,210262,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210263,210263,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210264,210264,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210265,210265,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210266,210266,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210267,210267,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210268,210268,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210269,210269,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210270,210270,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210272,210272,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210275,210275,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210280,210280,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210283,210283,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210284,210284,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210286,210286,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210287,210287,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210288,210288,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210289,210289,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
210290,210290,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110002,110002,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110003,110003,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110005,110005,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110006,110006,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110007,110007,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110009,110009,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110013,110013,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110014,110014,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110015,110015,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110017,110017,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110020,110020,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110023,110023,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110024,110024,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110025,110025,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110026,110026,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110027,110027,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110029,110029,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110032,110032,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110033,110033,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110035,110035,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110038,110038,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110039,110039,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110040,110040,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110041,110041,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110042,110042,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110044,110044,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110045,110045,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110047,110047,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110049,110049,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110050,110050,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110051,110051,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110052,110052,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110054,110054,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110056,110056,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110057,110057,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110059,110059,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110061,110061,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110062,110062,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110063,110063,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110064,110064,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110065,110065,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110066,110066,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110067,110067,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110068,110068,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110069,110069,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110070,110070,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110071,110071,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110072,110072,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110074,110074,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110075,110075,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110076,110076,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110077,110077,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110078,110078,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110079,110079,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110082,110082,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110083,110083,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
110084,110084,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
310002,310002,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
310003,310003,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
310005,310005,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
310006,310006,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
310007,310007,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
310008,310008,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
610030,610030,เสื้อผ้าและเครื่องประดับ,เสื้อผ้าและเครื่องประดับ,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
710003,710003,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
710006,710006,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
710007,710007,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
810001,810001,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
810002,810002,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
810004,810004,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
810005,810005,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อสินค้าเป็นรหัส SKU อย่างเดียว ไม่สามารถอนุมานประเภทจากชื่อได้
