SKU,Product Name,Current Category,Recommended Category,Confidence,Reason
210161,210161,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210162,210162,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210163,210163,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210164,210164,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210165,210165,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210166,210166,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210167,210167,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210168,210168,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210169,210169,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210170,210170,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210171,210171,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210172,210172,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210173,210173,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210174,210174,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210175,210175,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210176,210176,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210177,210177,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210178,210178,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210179,210179,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210180,210180,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210182,210182,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210184,210184,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210185,210185,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210186,210186,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210187,210187,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210188,210188,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210189,210189,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210190,210190,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210191,210191,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210192,210192,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210193,210193,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210194,210194,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210195,210195,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210197,210197,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210198,210198,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210201,210201,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210202,210202,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210203,210203,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210204,210204,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210205,210205,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210206,210206,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210207,210207,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210209,210209,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210210,210210,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210211,210211,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210212,210212,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210213,210213,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210214,210214,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210215,210215,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210216,210216,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210217,210217,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210218,210218,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210219,210219,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210221,210221,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210222,210222,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210223,210223,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210225,210225,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210226,210226,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210227,210227,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210228,210228,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210229,210229,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210230,210230,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210231,210231,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210232,210232,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210233,210233,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210234,210234,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210237,210237,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210238,210238,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210239,210239,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210241,210241,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210242,210242,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210243,210243,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210244,210244,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210245,210245,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210246,210246,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210247,210247,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210248,210248,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210249,210249,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210250,210250,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210251,210251,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210252,210252,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210253,210253,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210254,210254,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210255,210255,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210256,210256,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210257,210257,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210258,210258,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210259,210259,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210260,210260,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210261,210261,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210262,210262,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210263,210263,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210264,210264,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210265,210265,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210266,210266,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210267,210267,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210268,210268,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210269,210269,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210270,210270,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210272,210272,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210275,210275,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210278,210278,เสื้อผ้าและเครื่องประดับ,เสื้อผ้าและเครื่องประดับ,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210280,210280,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210283,210283,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210284,210284,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210286,210286,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210287,210287,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210288,210288,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210289,210289,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
210290,210290,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,15,ชื่อเป็นรหัส SKU อย่างเดียว ไม่เดาหมวด
26300003,เสื้อ - real boss,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300004,เสื้อ - real boss,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300012,ชุดลายซานต้า,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดแฟนซี,80,ชุดลายซานต้า คือชุดแฟนซี
26300034,ชุด - NICKELODEON,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300035,ชุด - NICKELODEON,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300036,เสื้อ - ZARA,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300058,ถุงมือ - ZARA,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เครื่องประดับ,88,ถุงมือ
26300059,ถุงมือ - GAP,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เครื่องประดับ,88,ถุงมือ
26300122,ชุด - UNIQLO,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300128,เสื้อ - ไม่มี,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300131,ชุด - adidas,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300132,ชุด - adidas,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300134,ชุด - UNIQLO,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300135,ชุด - UNIQLO,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300136,ชุด - UNIQLO,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300138,ชุด - adidas,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300140,ชุด - adidas,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300144,ชุด - adidas,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300224,ชุด - adidas,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300227,ชุด - adidas,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300229,ชุด - adidas,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,45,ชื่อมีแค่คำว่าชุดกับแบรนด์ ไม่ระบุชนิด — คงหมวดปัจจุบัน
26300281,เสื้อ - Tiny Tale,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300282,เสื้อ - Tiny Tale,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300283,เสื้อ - Tiny Tale,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300284,เสื้อ - Tiny Tale,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300285,เสื้อ - Tiny Tale,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300286,เสื้อ - Tiny Tale,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300287,เสื้อ - Tiny Tale,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300288,เสื้อ - Tiny Tale,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300291,เสื้อ - Tiny Tale,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
26300292,เสื้อ - Tiny Tale,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,75,ชื่อระบุว่าเป็นเสื้อ (ไม่มีชนิดอื่น)
